영화명,영화명(영문),제작연도,제작국가,유형,장르,제작상태,감독,제작사
"일곱 살, 내가 태어난 이유",7 or Why I Exist,2010,독일,장편,다큐멘터리,기타,"한스-헬무트 그로탼,안톄 스타로스트",
오슬로의 아이들,Kings of Oslo,2010,노르웨이,장편,다큐멘터리,기타,엘사 크바머,
구해줘,Who's Gonna Save Me,2012,한국,단편,드라마,기타,이찬호,
"작은 마녀, 푸크시아","Fuchsia, the Mini Witch",2010,네덜란드,장편,"가족,판타지",기타,요한 니젠허스,
스노우 메이커,Snow Maker,2011,한국,단편,애니메이션,기타,윤여경,
마천루,Skyscraper,2010,덴마크,장편,"코미디,드라마",기타,룬 쉐에트,
돌아온 크로커다일,The Crocodiles Strike Back,2010,독일,장편,가족,기타,크리스티안 디터,
난 여기 있을게,Run Sister Run!,2010,핀란드,장편,드라마,기타,마리아 쀠꾀,
나한테 윙크한거야?,Are You Winking at Me?,2010,중국,장편,드라마,기타,린 추핑,
신검전설,"The Butcher, The Chef and The Swordman",2010,"중국,홍콩",장편,액션,개봉,우얼샨,
여학생으로 살아남는 법,A Thousand Times Stronger,2010,스웨덴,장편,드라마,기타,피터 쉴트,
맑은 영혼들의 노래,Soul Birds,2009,독일,장편,다큐멘터리,기타,토머스 리델샤이머,
다이너마이터,The Dynamiter,2011,미국,장편,"어드벤처,드라마",기타,매튜 고든,
6호실,Ward No. 6,2009,러시아,장편,드라마,기타,"카렌 샤크나자로브,알렉산드르 고르노브스키",
우리 형은 슈퍼히어로,Super Brother,2009,덴마크,장편,"어드벤처,드라마",기타,버거 라슨,
아프리카 연합,Africa United,2010,영국,장편,"어드벤처,코미디",기타,뎁스 가드너-패터슨,
강의 포옹,The Embrace of the River,2010,"벨기에,콜롬비아",장편,다큐멘터리,기타,니콜라스 린콘 질,
"신들의 땅, 앙코르","The Land of Gods, Angkor",2011,한국,장편,다큐멘터리,기타,"김유열,김동준",
내 안의 삼바,The Samba Within Me,2010,"브라질,포르투갈",장편,다큐멘터리,기타,조지아 게라 파이스,
리틀 보이스 ,Little Voices,2011,콜롬비아,장편,"다큐멘터리,애니메이션",기타,"오스카 앤드레이드,하이로 에두아르도 카릴로",
노총각의 산,Bachelor Mountain,2011,중국,장편,다큐멘터리,기타,우광의,
헥토파스칼: 폭풍정사,Hectopascal,2009,일본,장편,드라마,기타,카메이 토오루,
어린 창녀의 노래,Stolen Dreams,2009,브라질,장편,드라마,기타,산드라 웨넥,
엘도라도: 황금의 도시,El Dorado: City Of Gold,2010,"페루,미국",장편,"액션,어드벤처",기타,테리 커닝햄,
엘도라도: 태양의신전,El Dorado: Temple Of The Sun,2010,"페루,미국",장편,"액션,어드벤처",기타,테리 커닝햄,
"헬싱키, 포에버","Helsinki, Forever",2008,핀란드,장편,다큐멘터리,기타,피터 폰 바흐,
트롤 사냥꾼,The Troll Hunter,2010,노르웨이,장편,"판타지,공포(호러)",기타,안드레 외브레달,
플라잉 피쉬,Flying Fish,2011,기타,장편,드라마,기타,산지와 푸쉬파쿠마라,
굿모닝 투 더 월드,Good Morning to the World,2010,일본,장편,드라마,기타,히로하라 사토루,
마지막 밤나무,Last Chestnuts,2010,일본,장편,드라마,기타,조엽,
룸피니,Lumpinee,2010,태국,장편,다큐멘터리,기타,치라 위차이수디쿨,
그루지 2,The Grudge 2,2006,미국,장편,공포(호러),개봉,시미즈 다카시,
그녀는 날 싫어해,She Hate me,2004,미국,장편,"코미디,드라마",개봉,스파이크 리,
기죽지 마라,,2009,한국,장편,다큐멘터리,개봉,김형진,(주)컬처캡미디어
걸프렌즈,Girlfriends,2009,한국,장편,"멜로/로맨스,코미디",개봉,강석범,"영화사 아람(주),(주)미로비젼"
감자심포니,Potato Symphony,2008,한국,장편,"액션,드라마",개봉,전용택,택필름
귀없는 토끼,Rabbit Without Ears,2007,독일,장편,"멜로/로맨스,코미디",개봉,틸 슈바이거,
광부들,Miners,2010,중국,장편,다큐멘터리,기타,백보단,
구름 뒤편의 태양,The Sun Behind the Clouds,2009,"인도,영국,티베트",장편,다큐멘터리,기타,"리투 사린,텐징 소남",
올드 독스,Old Dogs,2009,미국,장편,"코미디,가족",기타,월트 벡커,
거침없는 여자들,Rough Aunties,2008,영국,장편,다큐멘터리,기타,킴 론지노토,
까칠한 그녀의 달콤한 연애비법,Cake,2005,"미국,캐나다",장편,"멜로/로맨스,코미디",개봉,니샤 가나트라,
굿바이 그레이스,Grace Is Gone,2007,미국,장편,드라마,개봉,제임스 C. 스트로스,
오리온,The Orion,2010,이란,장편,드라마,기타,알리 자마니 에스마티,
구글 베이비,Google Baby,2009,"이스라엘,인도,미국",장편,"다큐멘터리,드라마",기타,지피 브랜드 프랭크,
옥시즌,Oxygen,2010,몽고,장편,다큐멘터리,기타,셍게도르지 잔치브도르지,
감옥과 천국,Prison and Paradise,2010,인도네시아,장편,다큐멘터리,기타,다니엘 루디 하리얀토,
가자-스데롯 전쟁 전의 기록,"Gaza-Sderot, Pre-War Chronicles",2009,"이스라엘,프랑스,팔레스타인",장편,다큐멘터리,기타,세르쥬 고르데,
풍비박산,Shattered,2011,중국,장편,다큐멘터리,기타,서동,
걸 프롬 먼데이,The Girl From Monday,2005,미국,장편,드라마,기타,할 하틀리,
태양의 길목,The Sun Beaten Path,2011,중국,장편,드라마,기타,송태가,
기쁜 우리 열 세살,Going on 13,2008,미국,장편,다큐멘터리,기타,,
워터 핸드,Water Hands,2010,"싱가포르,세르비아",장편,다큐멘터리,기타,블라디미르 토도로비치,
부송,Busong,2011,필리핀,장편,드라마,기타,아우라에우스 솔리토,
임권택 감독의 달빛 만들기,IM Kwon taek's Moonlight,2011,한국,장편,다큐멘터리,기타,김홍준,
논두렁 댄디,A Man with Style,2011,일본,장편,드라마,기타,이시이 유야,
진디크,Zindeeq,2009,"팔레스타인,영국,벨기에,아랍에미리트연합국정부",장편,드라마,기타,미셸 클레이피,
테러리스트들,The Terrorists,2010,"독일,태국",장편,다큐멘터리,기타,툰스카 판시티보라쿨,
매드하우스 베이징 로큰롤,Are We Really So Far from the Madhouse?,2010,중국,장편,다큐멘터리,기타,리홍치,
아웃사이드 사탄,Outside Satan,2011,프랑스,장편,드라마,기타,브루노 뒤몽,
러브 어딕션,Love Addiction,2010,일본,장편,드라마,기타,우치다 노부테루,
체인지 업,The Change-Up,2011,미국,장편,코미디,기타,데이빗 돕킨,
신호소자,Power Kids,2009,태국,장편,액션,기타,크리사나퐁 라차타,
CINDI2011_폐막식,,2011,한국,기타,드라마,기타,,
다시 사랑할 수 있을까?,Serious Moonlight,2009,미국,장편,"코미디,범죄,멜로/로맨스",기타,셰릴 하인즈,
위대한 비밀,Anonymous,2010,"영국,독일,미국",장편,"드라마,스릴러",기타,롤랜드 에머리히,
6회 이주민영화제_꿈꾸는 사람들 1,,2011,기타,기타,드라마,기타,,
6회 이주민영화제_다문화 여성의 꿈,,2011,기타,기타,드라마,기타,,
사요나라 안녕 짜이쩬,Good Bye,2009,한국,장편,다큐멘터리,기타,고명성,
"내 사랑, 세르쥬 갱스부르",Gainsbourg: A Heroic Life,2010,프랑스,장편,드라마,기타,조안 스파,
재앙의 묵시록,After the Apocalypse,2010,영국,장편,다큐멘터리,기타,안토니 버츠,
덫: 선동 혹은 사주,Better This World,2011,미국,장편,다큐멘터리,기타,"켈리 듀언,케이티 갤로웨이",
전쟁의 상흔,Far from Forgotten,2011,미국,장편,다큐멘터리,기타,임지아,
거기엔 래퍼가 없다,SR: Satiama's Rapper,2009,일본,장편,드라마,개봉,이리에 유,
봄베이 비치,Bombay Beach,2011,미국,장편,"다큐멘터리,드라마",기타,엘머 하렐,
격렬의 거리,Into the Fire,2011,캐나다,장편,다큐멘터리,기타,댄 딕스,
그루지 3,The Grudge 3,2009,미국,장편,"공포(호러),스릴러",개봉,토비 윌킨스,
극장판 도라에몽: 진구의 공룡대탐험,Doraemon: Nobita No Kyoryu,2006,일본,장편,"애니메이션,가족,SF,어드벤처",개봉,와타나베 아유무,TV 아사히
21세기 성자,The New Saint,2010,네덜란드,장편,다큐멘터리,기타,알라드 데티거,
길,The Old Man And The Land,2008,한국,장편,다큐멘터리,개봉,김준호,푸른영상
파라다이스 호텔,Paradise Hotel,2010,불가리아,장편,다큐멘터리,기타,소피아 차벨라,
깊은 산 작은 마을,The Tiniest Place,2011,멕시코,장편,다큐멘터리,기타,타티아나 우에조,
겁나는 여친의 완벽한 비밀,My Super Ex-Girlfriend,2006,미국,장편,"코미디,멜로/로맨스",개봉,이반 라이트만,
달빛 아래에서,Under the Moonlight,2010,일본,장편,다큐멘터리,기타,오타 나오코,
가필드-마법의 샘물,Garfield's Fun Fest,2008,"미국,한국",장편,"애니메이션,코미디,어드벤처,가족",개봉,"마크 A.Z. 디페,한언덕",
그는 당신에게 반하지 않았다,He's Just Not That Into You,2009,미국,장편,"멜로/로맨스,코미디",개봉,켄 콰피스,뉴라인 시네마
가필드 2,Garfield 2,2006,미국,장편,"애니메이션,코미디",개봉,팀 힐,이십세기폭스필름코퍼레이션
워터 게토,Water Ghetto,2011,필리핀,장편,다큐멘터리,기타,나시 앙가안,
진실 - 관타나모에서의 4일,You Don't Like the Truth: 4 Days Inside Guantanamo,2010,"호주,캐나다,영국",장편,다큐멘터리,기타,"뤽 코떼,파트리시오 엔리케스",
걸 파이트,Girlfight,2000,미국,장편,드라마,개봉,캐린 쿠사마,
고스트 쉽,Ghost Ship,2002,미국,장편,공포(호러),개봉,스티브 벡,
극장판 마법소녀 마도카 마기카(후편): 영원의 이야기,Gekijo-ban Mahou Shojo Madoka Magica Kohen: Eien no Monogatari ,2013,일본,장편,"애니메이션,판타지",개봉,신보 아키유키,
극장판 마법소녀 마도카 마기카(전편): 시작의 이야기,Gekijio-ban Mahou Shojo Madoka Magica Zenpen: Hajimari no Monogatari,2013,일본,장편,"애니메이션,판타지",개봉,신보 아키유키,
갓센드,Godsend,2004,미국,장편,공포(호러),개봉,닉 햄,
그놈은 멋있었다,He was cool,2004,한국,장편,코미디,개봉,이환경,엘티 픽쳐스
고래와 창녀,the whore and the whale,2004,"아르헨티나,스페인",장편,드라마,개봉,루이스 푸엔조,
신성돼지,Divine Pig,2010,"네덜란드,미국",장편,"다큐멘터리,드라마",기타,한스 도르트만스,
드래곤슬레이어,Dragonslayer,2011,미국,장편,다큐멘터리,기타,트리스탄 패터슨,
고티카,Gothika,2003,미국,장편,공포(호러),개봉,마티유 카소비츠,"다크 캐슬 엔터테인먼트,워너 브러더스 픽쳐스,콜럼비아트라이스타영화㈜"
퓨얼,Fuel,2009,미국,장편,드라마,기타,옥테이 오타바시,
그 남자가 나를 안았다 ,Infatuation,2002,한국,단편,"멜로/로맨스,드라마",기타,임나무,
시몬느 베이유를 만나다,An Encounter with Simone Weil,2010,"미국,이탈리아,스웨덴",장편,다큐멘터리,기타,줄리아 하슬렛,
어느 홈리스의 콜라쥬,The World According to Ion B.,2010,루마니아,장편,다큐멘터리,기타,알레그잔데르 나나우,
그랑지 호텔,Grande Hotel,2010,벨기에,장편,다큐멘터리,기타,로트 스투프스,
영춘권 무림 절대 고수,LADY FUNG FU,2009,중국,장편,"액션,코미디",개봉,장동조,
다섯 마리 코끼리와 할머니,The Woman with the 5 Elephants,2009,"스위스,독일",장편,다큐멘터리,기타,바딤 옌드레이코,
맑스 재장전,Marx Reloaded,2010,"독일,영국",장편,다큐멘터리,기타,제이슨 바커,
"아이티, 음악의 전사들",When the Drum is Beating,2011,미국,장편,다큐멘터리,기타,휘트니 도우,
나폴리 나폴리 나폴리,Napoli Napoli Napoli,2009,이탈리아,장편,드라마,기타,아벨 페라라,
나인 뮤즈,The Nine Muses,2010,영국,장편,다큐멘터리,기타,존 아캄프라,
"힙합, 세상은 너의 것",The Furious Force of Rhymes,2010,"프랑스,미국",장편,다큐멘터리,기타,조슈아 애테시 라이틀,
판타스틱 신드롬,Fantastic Syndrome,2011,일본,장편,다큐멘터리,기타,쿠준,
"8월 26일, 세인트 헨리 거리","St-Henri, the 26th of August",2011,캐나다,장편,다큐멘터리,기타,섀넌 월쉬,
소리의 정원,In the Garden of Sounds,2010,스위스,장편,다큐멘터리,기타,니콜라 벨루치,
워돈돈 - 전범의 기준,War Don Don,2010,미국,장편,다큐멘터리,기타,레베카 리치만 코헨,
용선,Dragon Boat,2010,중국,장편,다큐멘터리,기타,조단,
하노이 천변풍경,Hard Rails Across a Gentle River,2010,베트남,장편,다큐멘터리,기타,,
랑카스 이야기,A Piece of Tale,2011,인도네시아,장편,다큐멘터리,기타,,
"위대한 코끼리, 에코",Natural World: Echo - An Unforgettable Elephant,2010,영국,장편,다큐멘터리,기타,마이크 버크헤드,
후렴은 노래 속의 혁명처럼 일어난다,Refrains Happen Like Revolutions in a Song,2010,필리핀,장편,다큐멘터리,기타,존 토레스,
붉은꼬리매의 전설,The Legend of Pale Male,2009,"미국,벨기에",장편,다큐멘터리,기타,프레데릭 릴리언,
"브라더, 시스터",Brother Sister,2010,독일,장편,다큐멘터리,기타,마리아 모어,
빛 바랜 인생,The Good Life,2010,덴마크,장편,다큐멘터리,기타,에바 물바드,
고공비행,Flirting with Heights,2010,프랑스,장편,다큐멘터리,기타,장-미셸 버트랑,
"군나르, 신을 찾아가다",Gunnar Goes God,2010,노르웨이,장편,다큐멘터리,기타,군나르 할 옌센,
민호가 착하니 천하무적,Min-ho Win!,2012,한국,단편,"액션,스릴러",기타,정재웅,
더 시크릿 오브 디 앤트-차일드,The secret of the ant-child,2011,프랑스,장편,드라마,기타,크리스틴 프랑수아,
여자가 더 잘해 ,Women Do It Better,2009,미국,장편,"드라마,멜로/로맨스,코미디",기타,데릭 시몬스,
웨스트 오브 멤피스: 법과 정의,West of Memphis,2012,"미국,뉴질랜드",장편,다큐멘터리,기타,에이미 버그,
제시 ,Jesse,2011,미국,장편,액션,기타,프레드 카펜터,
지.지.지,"Guns, Girls and Gambling",2011,미국,장편,"액션,스릴러,범죄",개봉,마이클 위닉,
카크니즈 vs 좀비스,Cockneys vs Zombies,2012,영국,장편,"코미디,공포(호러)",기타,매티아스 호넌,
킬러 무비,Killer Movie,2008,미국,장편,"코미디,공포(호러),미스터리",기타,제프 피셔,
그들만의 부모 가이드,Parental Guidance,2012,미국,장편,코미디,기타,앤디 픽맨,
러쉬라이트,Rushlights,2012,미국,장편,"액션,스릴러",개봉,안토니 스투츠,
포모사 비트레이드,Formosa Betrayed,2009,미국,장편,스릴러,기타,아담 케인,
에코,Echo,2008,미국,장편,"공포(호러),스릴러",기타,마크 캔튜,
프릭독 ,Freakdog,2008,영국,장편,"공포(호러),스릴러",기타,패디 브레스내치,
해리포터 성공 신화 뒤의 눈물,Magic Beyond Words: The JK Rowling Story ,2011,미국,장편,드라마,기타,폴 A. 카프만,
형수 시타르,Meri Life Mein Uski Wife,2009,인도,장편,"코미디,드라마",기타,파르토 고시,
불 파이터,Bullfighter,2000,스페인,장편,"액션,판타지",기타,룬 벤딕센,
라스트 미션 ,Sharpshooter,2007,미국,장편,액션,기타,아만드 마스트로얀니,
파이널 언더씨즈,Seconds to Spare,2002,"미국,호주",장편,"어드벤처,액션,스릴러",기타,브라이언 트렌차드-스미스,
슬립리스 나이트,Sleepless Night,2011,"프랑스,벨기에,룩셈부르크",장편,스릴러,개봉,프레데릭쟈댕,
픽포켓,Loosies,2011,미국,장편,"액션,코미디,범죄",개봉,마이클 코렌트,
